age,how_tall_in_meters,weight,body_mass_index,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,user_debora,user_katia,user_wallace,user_jose_carlos,gender_Woman,gender_Man,class_sitting,class_sittingdown,class_standing,class_standingup,class_walking
28,158,54.94094269066012,22.0,-25,22,-24,-225,-208,-322,38,108,-102,-161,-91,-167,0,1,0,0,1,0,1,0,0,0,0
28,158,54.9407133505855,22.0,-3,88,-123,4,86,-86,24,110,-118,-204,-101,-145,0,1,0,0,1,0,0,1,0,0,0
46,162,74.95598612815162,28.6,-11,93,-100,1,73,-125,20,105,-89,-154,-101,-160,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95581815938526,28.6,-3,90,-91,6,69,-112,9,107,-96,-200,-86,-167,1,0,0,0,1,0,0,0,0,0,1
28,158,54.93985875398396,22.0,-6,76,-121,-3,80,-84,21,110,-109,-189,-92,-150,0,1,0,0,1,0,0,1,0,0,0
46,162,74.95639353393896,28.6,-8,102,-101,5,81,-126,26,108,-98,-178,-89,-160,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95643821803242,28.6,-5,104,-99,4,88,-121,24,108,-96,-184,-88,-159,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95647256759621,28.6,-8,65,-47,-9,17,-38,8,97,-77,-161,-107,-166,1,0,0,0,1,0,1,0,0,0,0
28,158,54.94060503414847,22.0,13,95,-141,-493,-516,-616,9,89,-33,-287,-83,-140,0,1,0,0,1,0,0,0,0,1,0
46,162,74.9564968009653,28.6,-7,65,-50,-9,15,-38,1,94,-71,-162,-107,-169,1,0,0,0,1,0,1,0,0,0,0
28,158,54.932536697691766,22.0,-8,96,-118,-7,-20,-10,-349,-429,-529,-209,-89,-142,0,1,0,0,1,0,0,0,0,1,0
31,171,82.885066189437,28.4,-7,127,-119,49,104,-77,10,149,-81,-231,-63,-186,0,0,1,0,0,1,0,0,0,0,1
75,167,66.8748725780448,24.0,0,86,-147,3,59,-99,9,117,-126,-206,-93,-151,0,0,0,1,0,1,0,0,0,0,1
28,158,54.93472945233581,22.0,-38,61,-131,-493,-516,-616,37,180,-138,-157,-36,-174,0,1,0,0,1,0,0,0,0,0,1
31,171,82.8841128011322,28.4,4,70,-61,-23,-32,-23,70,62,-88,-86,-130,-165,0,0,1,0,0,1,1,0,0,0,0
28,158,54.93491354181833,22.0,-12,34,-9,-12,-19,-23,-7,78,-93,-146,-94,-170,0,1,0,0,1,0,1,0,0,0,0
31,171,82.88289665182377,28.4,9,96,-191,-31,33,-35,54,47,-60,-175,-50,-154,0,0,1,0,0,1,0,0,0,1,0
46,162,74.95149385620502,28.6,-47,61,-117,-109,-100,-156,48,54,-61,-179,-89,-147,1,0,0,0,1,0,0,0,0,1,0
75,167,66.87486105577159,24.0,-12,94,-93,4,-29,-21,-59,92,-121,-104,-119,-154,0,0,0,1,0,1,1,0,0,0,0
31,171,82.88581868844064,28.4,-9,95,-128,4,90,-139,33,127,-82,-171,-70,-151,0,0,1,0,0,1,0,0,1,0,0
28,158,54.93460424382689,22.0,-15,34,-13,-16,-21,-22,-8,77,-95,-149,-94,-168,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95565389097368,28.6,-8,92,-92,-3,74,-120,9,103,-89,-168,-104,-161,1,0,0,0,1,0,0,0,1,0,0
28,158,54.93667537598025,22.0,-4,81,-80,-26,-20,-26,32,108,-89,-170,-86,-165,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95528906472632,28.6,-7,96,-88,3,70,-117,24,104,-83,-159,-96,-152,1,0,0,0,1,0,0,0,1,0,0
31,171,82.8840931028881,28.4,3,70,-61,-22,-25,-21,68,60,-98,-90,-125,-162,0,0,1,0,0,1,1,0,0,0,0
28,158,54.94125406109128,22.0,-29,35,-27,-256,-248,-359,38,107,-102,-155,-92,-164,0,1,0,0,1,0,1,0,0,0,0
31,171,82.88684571808116,28.4,-5,110,-101,-490,-514,-612,-7,109,-83,-153,-103,-100,0,0,1,0,0,1,0,1,0,0,0
28,158,54.94300482736089,22.0,1,78,-132,7,70,-117,-418,-445,-548,-230,-119,-156,0,1,0,0,1,0,0,0,0,1,0
46,162,74.95593982620746,28.6,0,89,-50,-22,22,-20,8,107,-89,-163,-95,-155,1,0,0,0,1,0,1,0,0,0,0
28,158,54.93953317512035,22.0,-23,27,-21,-224,-255,-327,37,107,-102,-164,-90,-170,0,1,0,0,1,0,1,0,0,0,0
31,171,82.88512875959177,28.4,5,73,-63,-29,1,-26,82,75,-146,-104,-125,-145,0,0,1,0,0,1,1,0,0,0,0
31,171,82.88380208969403,28.4,-36,100,-131,-16,93,-100,11,66,-136,-203,-75,-161,0,0,1,0,0,1,0,0,0,0,1
28,158,54.932156779366366,22.0,-14,97,-98,6,-15,-16,18,115,-115,-171,-93,-140,0,1,0,0,1,0,0,1,0,0,0
31,171,82.884452936354,28.4,-1,101,-121,-474,-498,-598,28,124,-92,-208,-95,-175,0,0,1,0,0,1,0,0,0,0,1
28,158,54.94036031212459,22.0,-24,17,-24,-215,-224,-322,38,107,-102,-160,-91,-167,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95690838674965,28.6,-3,81,-27,3,24,-32,9,95,-66,-149,-108,-160,1,0,0,0,1,0,1,0,0,0,0
28,158,54.93713574718046,22.0,-15,132,-132,-493,-516,-615,-105,168,-74,-170,-63,-167,0,1,0,0,1,0,0,0,0,0,1
28,158,54.93731817435622,22.0,-12,90,-124,-491,-515,-615,27,5,-119,-172,-67,-169,0,1,0,0,1,0,0,0,0,0,1
46,162,74.95660289473744,28.6,-6,73,-37,-4,21,-32,2,95,-72,-155,-110,-167,1,0,0,0,1,0,1,0,0,0,0
28,158,54.9409513400389,22.0,6,73,-134,17,89,-64,-347,-391,-491,-251,-125,-157,0,1,0,0,1,0,0,0,0,1,0
28,158,54.93737355318862,22.0,-5,108,-138,-493,-516,-616,9,214,-103,-171,-75,-162,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88545128852633,28.4,-14,87,-108,-4,83,-128,31,164,-45,-192,-82,-169,0,0,1,0,0,1,0,0,0,0,1
31,171,82.88302613668353,28.4,-4,92,-111,64,42,-108,16,124,-91,-167,-73,-161,0,0,1,0,0,1,0,0,1,0,0
75,167,66.8753116931691,24.0,-9,94,-93,-9,-17,-21,-71,83,-104,-102,-126,-147,0,0,0,1,0,1,1,0,0,0,0
46,162,74.95736594178197,28.6,-9,101,-92,-1,85,-118,24,72,-94,-171,-101,-167,1,0,0,0,1,0,0,0,0,0,1
31,171,82.88047841415244,28.4,-15,116,-124,34,101,-3,7,128,-89,-220,-77,-190,0,0,1,0,0,1,0,0,0,0,1
31,171,82.88402742045525,28.4,-1,66,-65,-24,-28,-25,66,59,-100,-92,-127,-164,0,0,1,0,0,1,1,0,0,0,0
28,158,54.93843603719798,22.0,-1,101,-102,1,86,-120,20,94,-92,-204,-86,-163,0,1,0,0,1,0,0,0,1,0,0
75,167,66.87284422980967,24.0,-13,89,-157,-9,40,-34,-21,113,-91,-231,-85,-150,0,0,0,1,0,1,0,0,0,1,0
31,171,82.88566930114757,28.4,-11,92,-125,4,89,-138,29,121,-83,-174,-73,-156,0,0,1,0,0,1,0,0,1,0,0
28,158,54.93705833624547,22.0,-17,92,-115,-444,-477,-576,27,21,-128,-166,-80,-162,0,1,0,0,1,0,0,0,0,0,1
75,167,66.87555917960998,24.0,-10,96,-101,-18,-16,-22,-65,84,-130,-100,-141,-139,0,0,0,1,0,1,1,0,0,0,0
31,171,82.89122680774966,28.4,10,106,-146,-21,72,-220,21,167,-67,-206,-55,-169,0,0,1,0,0,1,0,0,0,0,1
28,158,54.93844427782021,22.0,-1,102,-92,6,88,-121,24,101,-84,-194,-83,-157,0,1,0,0,1,0,0,0,1,0,0
31,171,82.88781768289799,28.4,4,123,-121,14,91,-141,60,211,-101,-211,-56,-173,0,0,1,0,0,1,0,0,0,0,1
28,158,54.93849293503474,22.0,-4,102,-90,8,87,-122,17,92,-98,-198,-87,-162,0,1,0,0,1,0,0,0,1,0,0
46,162,74.95567502291111,28.6,0,89,-45,-21,24,-15,11,108,-92,-164,-95,-154,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95601930492971,28.6,0,98,-62,-12,21,-14,-14,104,-91,-163,-93,-160,1,0,0,0,1,0,1,0,0,0,0
31,171,82.88416910010535,28.4,4,97,-112,14,87,-100,18,123,-90,-174,-69,-167,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88532075383065,28.4,6,73,-59,-33,-5,-24,65,58,-104,-99,-120,-185,0,0,1,0,0,1,1,0,0,0,0
28,158,54.93752632675103,22.0,1,100,-113,-468,-491,-591,26,124,-128,-178,-71,-176,0,1,0,0,1,0,0,0,0,0,1
46,162,74.95621000146099,28.6,-4,104,-92,-7,84,-122,34,105,-88,-182,-89,-158,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95683159098088,28.6,-11,86,-97,-14,85,-117,52,44,-135,-185,-104,-161,1,0,0,0,1,0,0,0,0,0,1
46,162,74.9556573782738,28.6,-9,96,-85,-1,74,-119,16,100,-69,-158,-105,-158,1,0,0,0,1,0,0,0,1,0,0
31,171,82.88509479697241,28.4,3,70,-62,-34,-6,-26,73,66,-98,-92,-115,-180,0,0,1,0,0,1,1,0,0,0,0
46,162,74.95592414596021,28.6,-10,95,-98,-1,73,-124,19,103,-91,-165,-104,-158,1,0,0,0,1,0,0,0,1,0,0
46,162,74.9597178226652,28.6,-10,129,-69,21,126,-128,8,139,-62,-151,-80,-170,1,0,0,0,1,0,0,0,0,0,1
31,171,82.88455611215629,28.4,1,94,-123,13,94,-106,26,129,-90,-180,-64,-165,0,0,1,0,0,1,0,0,1,0,0
46,162,74.95659208217592,28.6,-7,70,-38,-6,19,-36,2,94,-73,-156,-109,-166,1,0,0,0,1,0,1,0,0,0,0
28,158,54.93840048942434,22.0,-2,101,-83,-2,87,-124,18,94,-49,-195,-89,-156,0,1,0,0,1,0,0,0,1,0,0
28,158,54.938687027676565,22.0,-6,102,-101,7,82,-131,44,107,-83,-187,-81,-154,0,1,0,0,1,0,0,0,1,0,0
31,171,82.8829847275297,28.4,-10,109,-117,-281,-314,-407,10,126,-94,-206,-76,-189,0,0,1,0,0,1,0,0,0,0,1
46,162,74.95857678442584,28.6,-11,91,-93,8,83,-94,24,104,-74,-196,-98,-159,1,0,0,0,1,0,0,0,0,1,0
31,171,82.8870013721501,28.4,11,82,-122,55,36,-165,14,132,-125,-228,-57,-179,0,0,1,0,0,1,0,0,0,0,1
75,167,66.8752708653737,24.0,-9,96,-99,-10,-21,-21,-72,81,-103,-106,-120,-156,0,0,0,1,0,1,1,0,0,0,0
28,158,54.935992403697895,22.0,-10,102,-91,-492,-514,-614,23,108,-100,-193,-84,-165,0,1,0,0,1,0,0,0,1,0,0
28,158,54.93891692246323,22.0,-7,80,-111,-358,-453,-577,20,121,-118,-196,-84,-174,0,1,0,0,1,0,0,0,0,0,1
46,162,74.9557265302118,28.6,-2,89,-50,-21,22,-18,11,109,-88,-163,-93,-155,1,0,0,0,1,0,1,0,0,0,0
31,171,82.87952166817831,28.4,-4,114,-111,-25,67,-18,14,130,-93,-200,-77,-185,0,0,1,0,0,1,0,0,0,0,1
46,162,74.95508443735963,28.6,-5,96,-82,2,68,-113,25,103,-79,-160,-101,-153,1,0,0,0,1,0,0,0,1,0,0
46,162,74.9548903050754,28.6,-4,102,-123,8,28,-57,24,74,-79,-219,-88,-158,1,0,0,0,1,0,0,0,0,1,0
46,162,74.95465510764308,28.6,16,120,-87,7,82,-60,-1,141,-82,-158,-81,-159,1,0,0,0,1,0,0,0,0,0,1
46,162,74.95810224431514,28.6,12,99,-82,11,82,-66,24,106,-65,-164,-98,-153,1,0,0,0,1,0,0,1,0,0,0
75,167,66.87602208368702,24.0,-14,94,-87,2,-11,-21,-62,87,-125,-99,-148,-157,0,0,0,1,0,1,1,0,0,0,0
46,162,74.95669231572684,28.6,-5,67,-55,-11,15,-37,-2,94,-73,-161,-109,-173,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95597527838791,28.6,-7,103,-79,3,84,-119,28,107,-85,-151,-93,-149,1,0,0,0,1,0,0,0,1,0,0
31,171,82.88459552433801,28.4,-9,94,-116,16,87,-122,24,124,-81,-170,-99,-112,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88598618894191,28.4,-11,95,-126,0,90,-141,28,119,-84,-177,-78,-156,0,0,1,0,0,1,0,0,1,0,0
46,162,74.9528000796573,28.6,10,115,-80,-28,99,-21,6,110,-88,-179,-100,-172,1,0,0,0,1,0,0,0,0,0,1
31,171,82.88337892230787,28.4,9,82,-113,-460,-477,-576,10,133,-113,-223,-77,-163,0,0,1,0,0,1,0,0,0,0,1
46,162,74.96079357492782,28.6,8,128,-115,11,60,-174,-5,127,-72,-164,-91,-165,1,0,0,0,1,0,0,0,0,0,1
28,158,54.941381483089,22.0,-4,99,-105,-469,-492,-591,-484,-491,-597,-201,-96,-159,0,1,0,0,1,0,0,0,0,1,0
46,162,74.95610456533731,28.6,3,95,-49,-13,24,-14,14,108,-91,-159,-94,-158,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95532436226023,28.6,-2,101,-73,6,71,-110,30,104,-84,-156,-105,-153,1,0,0,0,1,0,0,0,1,0,0
75,167,66.8758247214785,24.0,-14,96,-101,-10,-8,-20,-63,87,-124,-99,-140,-147,0,0,0,1,0,1,1,0,0,0,0
28,158,54.937192066608134,22.0,-8,92,-103,-492,-514,-615,50,146,-92,-168,-84,-169,0,1,0,0,1,0,0,0,0,0,1
46,162,74.95640427794423,28.6,-5,103,-98,4,83,-124,22,108,-95,-181,-88,-160,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95504984133588,28.6,-3,99,-85,9,56,-101,16,108,-97,-175,-93,-161,1,0,0,0,1,0,0,0,0,0,1
46,162,74.95676008678694,28.6,-15,112,-90,-22,86,-126,-130,137,22,-147,-100,-150,1,0,0,0,1,0,0,0,0,0,1
46,162,74.95768560539112,28.6,2,94,-126,-6,77,-65,15,107,-73,-179,-107,-155,1,0,0,0,1,0,0,1,0,0,0
75,167,66.87495369123054,24.0,-9,95,-150,-1,91,-100,18,122,-109,-187,-80,-152,0,0,0,1,0,1,0,0,1,0,0
28,158,54.94068675739778,22.0,-30,32,-28,-216,-249,-343,38,108,-101,-155,-92,-163,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95593331531072,28.6,-1,91,-52,-22,21,-20,7,107,-90,-162,-95,-155,1,0,0,0,1,0,1,0,0,0,0
31,171,82.88461382734882,28.4,-13,96,-165,34,45,-129,16,162,-76,-246,-60,-171,0,0,1,0,0,1,0,0,0,0,1
46,162,74.95357256760833,28.6,-5,89,-67,4,14,-57,24,71,-91,-185,-93,-154,1,0,0,0,1,0,0,0,0,1,0
46,162,74.9593410434559,28.6,-13,95,-89,4,74,-116,4,53,-66,-184,-92,-150,1,0,0,0,1,0,0,0,0,1,0
28,158,54.934304596099736,22.0,-19,34,-18,-13,-25,-22,25,108,-81,-148,-96,-162,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95403626438392,28.6,-14,94,-114,7,-10,-80,35,61,-81,-220,-86,-158,1,0,0,0,1,0,0,0,0,1,0
46,162,74.95766493637092,28.6,1,100,-109,7,81,-113,27,110,-89,-168,-108,-172,1,0,0,0,1,0,0,0,0,0,1
31,171,82.88289438650129,28.4,-11,102,-114,-462,-489,-589,-37,247,12,-206,-81,-161,0,0,1,0,0,1,0,0,0,0,1
31,171,82.88684027611123,28.4,4,68,-119,65,24,-166,35,126,-101,-212,-100,-168,0,0,1,0,0,1,0,0,0,0,1
46,162,74.95668172385427,28.6,1,106,-86,0,91,-120,27,107,-87,-181,-89,-162,1,0,0,0,1,0,0,0,1,0,0
31,171,82.88348361158238,28.4,-28,120,-107,-327,-383,-496,-15,194,-3,-207,-71,-173,0,0,1,0,0,1,0,0,0,0,1
31,171,82.8859851331864,28.4,-3,99,-125,1,94,-131,39,122,-78,-167,-72,-158,0,0,1,0,0,1,0,0,1,0,0
28,158,54.93443029910873,22.0,-18,33,-24,-32,-29,-31,29,107,-80,-153,-93,-162,0,1,0,0,1,0,1,0,0,0,0
28,158,54.937228746213776,22.0,-6,82,-116,-492,-516,-615,71,119,-138,-195,-95,-165,0,1,0,0,1,0,0,0,0,0,1
28,158,54.93747429352741,22.0,-5,99,-110,-492,-516,-615,57,147,-90,-178,-87,-169,0,1,0,0,1,0,0,0,0,0,1
28,158,54.9387949198847,22.0,-1,103,-99,3,85,-127,16,90,-94,-192,-84,-158,0,1,0,0,1,0,0,0,1,0,0
31,171,82.88576477843348,28.4,1,66,-65,-25,6,-28,82,75,-142,-98,-118,-185,0,0,1,0,0,1,1,0,0,0,0
31,171,82.88581342664874,28.4,5,69,-60,-18,8,-25,65,58,-104,-98,-123,-172,0,0,1,0,0,1,1,0,0,0,0
46,162,74.95642010063057,28.6,-8,101,-96,4,82,-127,27,107,-97,-176,-90,-159,1,0,0,0,1,0,0,0,1,0,0
28,158,54.93468440732355,22.0,-17,39,-20,-14,-26,-25,29,107,-80,-148,-95,-165,0,1,0,0,1,0,1,0,0,0,0
28,158,54.93788596750808,22.0,-17,66,-107,-26,93,-115,39,34,-93,-177,-75,-158,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88557514835719,28.4,4,72,-61,-26,4,-23,94,86,-136,-95,-117,-184,0,0,1,0,0,1,1,0,0,0,0
28,158,54.938127877912954,22.0,10,115,-96,-484,-506,-606,24,134,-125,-153,-65,-178,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88574890370545,28.4,2,72,-63,-22,8,-25,91,83,-138,-96,-110,-186,0,0,1,0,0,1,1,0,0,0,0
28,158,54.936718372886766,22.0,-19,79,-140,-493,-516,-615,205,142,-178,-167,-53,-170,0,1,0,0,1,0,0,0,0,0,1
75,167,66.87508906467305,24.0,-13,94,-93,-12,-23,-24,-67,79,-96,-106,-130,-145,0,0,0,1,0,1,1,0,0,0,0
28,158,54.936104072656484,22.0,-11,103,-92,-492,-515,-615,21,108,-102,-193,-88,-167,0,1,0,0,1,0,0,0,1,0,0
28,158,54.931550827187635,22.0,-13,104,-139,4,-22,-6,12,105,-110,-224,-90,-139,0,1,0,0,1,0,0,1,0,0,0
31,171,82.88435405696265,28.4,4,66,-59,-35,-24,-25,77,70,-105,-81,-140,-157,0,0,1,0,0,1,1,0,0,0,0
28,158,54.937031157754504,22.0,-15,100,-131,-493,-516,-616,48,184,-142,-199,-91,-160,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88569308138324,28.4,-14,92,-127,0,88,-141,29,120,-85,-175,-77,-154,0,0,1,0,0,1,0,0,1,0,0
46,162,74.95434698881876,28.6,-1,102,-77,13,85,-87,14,108,-104,-182,-80,-168,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95537275821819,28.6,-7,102,-70,2,74,-117,23,105,-87,-164,-95,-155,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95721641465921,28.6,-10,112,-85,-6,89,-123,-12,191,-51,-157,-98,-157,1,0,0,0,1,0,0,0,0,0,1
28,158,54.938563134625454,22.0,1,102,-91,-4,88,-120,28,91,-51,-196,-90,-162,0,1,0,0,1,0,0,0,1,0,0
31,171,82.88577794466171,28.4,-9,95,-122,14,88,-139,34,126,-79,-170,-70,-149,0,0,1,0,0,1,0,0,1,0,0
28,158,54.93766127785132,22.0,5,100,-104,-493,-514,-615,28,131,-121,-171,-74,-168,0,1,0,0,1,0,0,0,0,0,1
75,167,66.8743321031861,24.0,-11,94,-152,-4,89,-92,14,120,-109,-189,-79,-156,0,0,0,1,0,1,0,0,1,0,0
46,162,74.95585872828951,28.6,0,90,-51,-22,21,-20,8,107,-90,-167,-94,-153,1,0,0,0,1,0,1,0,0,0,0
28,158,54.93458201383021,22.0,-16,37,-15,-8,-23,-21,26,107,-81,-148,-96,-164,0,1,0,0,1,0,1,0,0,0,0
31,171,82.8841020179389,28.4,2,68,-63,-23,-27,-23,61,54,-103,-96,-127,-165,0,0,1,0,0,1,1,0,0,0,0
28,158,54.937721948742585,22.0,-11,77,-150,0,68,-50,3,101,-117,-237,-127,-137,0,1,0,0,1,0,0,1,0,0,0
28,158,54.932078377226276,22.0,-11,92,-95,10,-18,-16,12,103,-107,-166,-94,-137,0,1,0,0,1,0,0,1,0,0,0
28,158,54.93852971637301,22.0,-2,100,-90,-6,83,-128,32,93,-47,-195,-88,-158,0,1,0,0,1,0,0,0,1,0,0
46,162,74.95410895780425,28.6,-15,82,-130,-12,90,-94,14,211,-92,-152,-56,-138,1,0,0,0,1,0,0,0,0,0,1
28,158,54.9371827822427,22.0,-30,21,-32,-260,-339,-358,37,107,-102,-164,-90,-169,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95635901122411,28.6,-9,102,-98,1,82,-128,-11,100,-71,-176,-90,-159,1,0,0,0,1,0,0,0,1,0,0
31,171,82.88558327960578,28.4,-2,68,-67,-25,5,-27,83,76,-141,-100,-113,-189,0,0,1,0,0,1,1,0,0,0,0
46,162,74.95582839122507,28.6,-4,102,-93,3,80,-118,24,108,-97,-182,-91,-153,1,0,0,0,1,0,0,0,1,0,0
31,171,82.88445200417436,28.4,-7,95,-111,-388,-458,-561,20,124,-95,-224,-82,-191,0,0,1,0,0,1,0,0,0,0,1
46,162,74.95668811202134,28.6,-4,77,-31,-1,22,-31,4,94,-69,-152,-109,-164,1,0,0,0,1,0,1,0,0,0,0
28,158,54.938646924500304,22.0,-2,100,-99,2,84,-126,26,103,-86,-199,-86,-164,0,1,0,0,1,0,0,0,1,0,0
46,162,74.95554102891163,28.6,-10,90,-91,-5,72,-122,14,105,-87,-156,-102,-159,1,0,0,0,1,0,0,0,1,0,0
31,171,82.88477392481566,28.4,8,69,-55,-34,-21,-23,69,62,-111,-88,-148,-164,0,0,1,0,0,1,1,0,0,0,0
31,171,82.88567786731907,28.4,-17,98,-126,3,93,-138,37,121,-76,-171,-73,-150,0,0,1,0,0,1,0,0,1,0,0
46,162,74.95658975760803,28.6,-5,74,-37,-3,21,-31,2,94,-73,-155,-109,-166,1,0,0,0,1,0,1,0,0,0,0
31,171,82.88596325594705,28.4,-5,97,-121,4,91,-138,33,124,-77,-172,-71,-152,0,0,1,0,0,1,0,0,1,0,0
28,158,54.93877053636675,22.0,-1,102,-101,-4,87,-124,37,101,-61,-186,-89,-159,0,1,0,0,1,0,0,0,1,0,0
31,171,82.88167760466644,28.4,9,123,-141,-29,1,-45,-10,113,-86,-161,-79,-105,0,0,1,0,0,1,0,0,0,1,0
28,158,54.93654065411832,22.0,-2,100,-97,-491,-514,-614,-80,244,-33,-173,-76,-166,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88599643579691,28.4,-9,93,-124,2,88,-140,29,118,-82,-170,-77,-161,0,0,1,0,0,1,0,0,1,0,0
46,162,74.9562332790047,28.6,0,90,-113,-10,92,-108,0,174,-96,-158,-75,-153,1,0,0,0,1,0,0,0,0,0,1
28,158,54.93704816754934,22.0,-11,69,-111,-492,-515,-616,71,29,-154,-144,-63,-177,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88566116689064,28.4,-1,67,-66,-24,6,-28,83,76,-141,-96,-116,-182,0,0,1,0,0,1,1,0,0,0,0
31,171,82.88622155319169,28.4,-43,149,-143,-156,-169,-345,13,124,-92,-165,-56,-161,0,0,1,0,0,1,0,0,0,0,1
31,171,82.88595619565963,28.4,-7,93,-124,5,88,-140,29,119,-84,-181,-76,-157,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88481075372806,28.4,-3,96,-107,13,91,-116,23,123,-88,-164,-80,-146,0,0,1,0,0,1,0,0,1,0,0
28,158,54.931929171347775,22.0,-17,94,-107,0,-8,-10,6,113,-118,-164,-90,-142,0,1,0,0,1,0,0,1,0,0,0
28,158,54.939102933082346,22.0,4,88,-152,1,71,-59,22,113,-114,-212,-100,-149,0,1,0,0,1,0,0,1,0,0,0
46,162,74.95577515623404,28.6,-2,86,-48,-20,22,-19,15,108,-90,-162,-93,-158,1,0,0,0,1,0,1,0,0,0,0
28,158,54.93488499630484,22.0,11,118,-152,1,8,-7,8,109,-44,-240,-151,-130,0,1,0,0,1,0,0,0,0,1,0
28,158,54.93736437382046,22.0,-20,74,-119,-132,-44,-212,37,66,-145,-152,-101,-161,0,1,0,0,1,0,0,0,0,0,1
46,162,74.9580830456052,28.6,-3,103,-100,0,89,-115,55,98,-65,-146,-108,-172,1,0,0,0,1,0,0,0,0,0,1
75,167,66.87547787076684,24.0,-8,96,-98,-16,-14,-21,-60,88,-132,-103,-125,-147,0,0,0,1,0,1,1,0,0,0,0
46,162,74.95628337714126,28.6,-10,62,-50,-9,14,-38,3,94,-71,-161,-107,-169,1,0,0,0,1,0,1,0,0,0,0
31,171,82.88615842129008,28.4,-1,99,-125,8,94,-124,29,120,-83,-170,-75,-182,0,0,1,0,0,1,0,0,1,0,0
46,162,74.95624263864471,28.6,-17,83,-92,-10,83,-121,65,67,-150,-194,-90,-156,1,0,0,0,1,0,0,0,0,0,1
31,171,82.8822723639968,28.4,-49,52,-157,-321,-326,-398,-31,77,-113,-233,-110,-150,0,0,1,0,0,1,0,0,0,1,0
28,158,54.940799862349586,22.0,0,86,-113,-460,-471,-581,-6,86,-84,-237,-116,-147,0,1,0,0,1,0,0,0,0,1,0
46,162,74.9559343541362,28.6,-4,99,-69,-15,19,-17,-13,104,-90,-155,-100,-144,1,0,0,0,1,0,1,0,0,0,0
31,171,82.88495781335757,28.4,-14,83,-166,7,92,-120,32,121,-79,-187,-67,-169,0,0,1,0,0,1,0,0,1,0,0
28,158,54.93845452400531,22.0,-1,101,-103,2,86,-121,17,89,-95,-191,-82,-158,0,1,0,0,1,0,0,0,1,0,0
31,171,82.8839271016698,28.4,-7,93,-112,62,43,-123,24,123,-84,-161,-73,-164,0,0,1,0,0,1,0,0,1,0,0
28,158,54.935777335394235,22.0,9,54,-113,-492,-516,-615,18,215,-66,-166,-52,-150,0,1,0,0,1,0,0,0,0,0,1
75,167,66.87513042260818,24.0,-6,105,-135,-34,76,-99,-12,191,-94,-186,-100,-154,0,0,0,1,0,1,0,0,0,0,1
28,158,54.93727714797688,22.0,-11,94,-124,-492,-516,-616,36,17,-120,-177,-69,-159,0,1,0,0,1,0,0,0,0,0,1
28,158,54.94033478300715,22.0,-5,81,-128,-33,87,-91,25,108,-122,-200,-96,-145,0,1,0,0,1,0,0,1,0,0,0
31,171,82.88670593279421,28.4,2,70,-118,32,72,-77,30,123,-70,-170,-103,-160,0,0,1,0,0,1,0,0,0,1,0
28,158,54.938668893029856,22.0,-4,102,-98,7,88,-121,31,103,-85,-198,-91,-165,0,1,0,0,1,0,0,0,1,0,0
75,167,66.8751136606843,24.0,26,93,-147,12,94,-70,-26,95,-127,-222,-98,-105,0,0,0,1,0,1,0,0,0,0,1
28,158,54.938428352040546,22.0,-2,102,-93,0,89,-120,39,97,-67,-189,-85,-156,0,1,0,0,1,0,0,0,1,0,0
31,171,82.88423689896435,28.4,4,71,-60,-22,-25,-21,64,57,-102,-94,-127,-167,0,0,1,0,0,1,1,0,0,0,0
31,171,82.88512288613117,28.4,-6,92,-132,8,91,-121,20,121,-84,-179,-72,-162,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88487085738953,28.4,-4,94,-111,17,88,-120,8,121,-81,-164,-77,-148,0,0,1,0,0,1,0,0,1,0,0
28,158,54.93846602869761,22.0,-5,101,-99,5,83,-128,37,109,-80,-189,-80,-154,0,1,0,0,1,0,0,0,1,0,0
31,171,82.8837098211089,28.4,-1,65,-66,-22,-33,-25,68,61,-98,-88,-123,-159,0,0,1,0,0,1,1,0,0,0,0
